ndc,year,name
009442513,2017,HUMAN IMMUNEGLOBULIN G AND HYALURONIDASE (HUMAN RECOMBINANT)
009442513,2018,IMMUNE GLOBULIN 10 PERCENT (HUMAN) WITH RECOMBINANT HUMAN HYALURONIDASE
009442514,2017,HUMAN IMMUNEGLOBULIN G AND HYALURONIDASE (HUMAN RECOMBINANT)
009442514,2018,IMMUNE GLOBULIN 10 PERCENT (HUMAN) WITH RECOMBINANT HUMAN HYALURONIDASE
009442620,2010,GAMMAGARD SD POWDER FOR INJECTION
009442620,2018,HUMAN IMMUNOGLOBULIN G
009442655,2010,GAMMAGARD SD KIT
009442655,2018,HUMAN IMMUNOGLOBULIN G
009442700,2010,GAMMAGUARD LIQUID SOLUTION
009442700,2017,HUMAN IMMUNOGLOBULIN G
009442700,2018,IMMUNE GLOBULIN INFUSION (HUMAN)
009442802,2010,ARALAST NP KIT
009442802,2015,ALPHA-1 PROTEINASE INHIBITOR HUMAN
009442814,2017,ALPHA.1-PROTEINASE INHIBITOR HUMAN
009442814,2018,ALPHA-1-PROTEINASE INHIBITOR (HUMAN)
009442815,2017,ALPHA.1-PROTEINASE INHIBITOR HUMAN
009442815,2018,ALPHA-1-PROTEINASE INHIBITOR (HUMAN)
009442831,2010,RECOMBINATE KIT
009442831,2018,ANTIHEMOPHILIC FACTOR RECOMBINANT
009442832,2010,RECOMBINATE KIT
009442832,2018,ANTIHEMOPHILIC FACTOR RECOMBINANT
009442833,2010,RECOMBINATE KIT
009442833,2018,ANTIHEMOPHILIC FACTOR RECOMBINANT
009442884,2017,ALPHA-1-PROTEINASE INHIBITOR (HUMAN)
009442884,2018,.ALPHA.1-PROTEINASE INHIBITOR HUMAN
009442930,2010,HEMOFIL M FVIII INJECTION KIT
009442930,2012,ANTIHEMOPHILIC FACTOR HUMAN
009442931,2010,HEMOFIL M  FVIII INJECTION KIT
009442931,2012,ANTIHEMOPHILIC FACTOR HUMAN
009442932,2010,HEMOFIL M FVIII INJECTION KIT
009442932,2012,ANTIHEMOPHILIC FACTOR HUMAN
009442933,2010,HEMOFIL M FVIII INJECTION KIT
009442933,2012,ANTIHEMOPHILIC FACTOR HUMAN
009442941,2010,ADVATE ANTIHEMOPHILIC FACTOR INJECTION KIT
009442941,2012,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009442942,2010,ADVATE ANTIHEMOPHILIC FACTOR INJECTION KIT
009442942,2012,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009442943,2010,ADVATE ANTIHEMOPHILIC FACTOR INJECTION KIT
009442943,2012,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009442944,2010,ADVATE ANTIHEMOPHILIC FACTOR INJECTION KIT
009442944,2012,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009442945,2010,ADVATE ANTIHEMOPHILIC FACTOR INJECTION KIT
009442945,2012,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009442946,2010,ADVATE ANTIHEMOPHILIC FACTOR INJECTION KIT
009442946,2012,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009443026,2017,COAGULATION FACTOR IX RECOMBINANT HUMAN
009443026,2018,COAGULATION FACTOR IX (RECOMBINANT)
009443028,2017,COAGULATION FACTOR IX RECOMBINANT HUMAN
009443028,2018,COAGULATION FACTOR IX (RECOMBINANT)
009443030,2017,COAGULATION FACTOR IX RECOMBINANT HUMAN
009443030,2018,COAGULATION FACTOR IX (RECOMBINANT)
009443032,2017,COAGULATION FACTOR IX RECOMBINANT HUMAN
009443032,2018,COAGULATION FACTOR IX (RECOMBINANT)
009443034,2017,COAGULATION FACTOR IX RECOMBINANT HUMAN
009443034,2018,COAGULATION FACTOR IX (RECOMBINANT)
009443045,2017,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009443045,2018,ANTIHEMOPHILIC FACTOR (RECOMBINANT)
009443046,2017,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009443046,2018,ANTIHEMOPHILIC FACTOR (RECOMBINANT)
009443047,2017,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009443047,2018,ANTIHEMOPHILIC FACTOR (RECOMBINANT)
009443051,2017,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009443051,2018,ANTIHEMOPHILIC FACTOR (RECOMBINANT)
009443052,2017,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009443052,2018,ANTIHEMOPHILIC FACTOR (RECOMBINANT)
009443053,2017,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009443053,2018,ANTIHEMOPHILIC FACTOR (RECOMBINANT)
009443054,2017,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT"
009443054,2018,ANTIHEMOPHILIC FACTOR (RECOMBINANT)
009444175,2010,CEPROTIN LYOPHILIZED POWDER FOR SOLUTION FOR INJECTION
009444175,2018,PROTEIN C CONCENTRATE HUMAN
009444201,2010,TISSEEL KIT
009444201,2018,FIBRINOGEN HUMAN AND THROMBIN HUMAN
009445001,2017,"ANTIHEMOPHILIC FACTOR PORCINE, B-DOMAIN TRUNCATED RECOMBINANT"
009445001,2018,"ANTIHEMOPHILIC FACTOR (RECOMBINANT), PORCINE SEQUENCE"
009448402,2010,TISSEEL SOLUTION FROZEN
009448402,2018,FIBRINOGEN HUMAN AND THROMBIN HUMAN
009550250,2010,ERGOCALCIFEROL CAPSULES
009550250,2012,ERGOCALCIFEROL
009550790,2010,HYDROXYCHLOROQUINE SULFATE TABLETS
009550790,2013,HYDROXYCHLOROQUINE SULFATE
009551705,2010,FEXOFENADINE HCI AND PSEUDOEPHEDRINE HCI TABLETS EXTENDED RELEASE
009551705,2012,FEXOFENADINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE
009980016,2010,ALCAINE OPHTHALMIC SOLUTION
009980016,2018,PROPARACAINE HYDROCHLORIDE
009980203,2005,ISOPTO CARPINE OPHTHALMIC SOLUTION
009980203,2010,ISOPTO CARPINE SOLUTION
009980203,2018,PILOCARPINE HYDROCHLORIDE
009980204,2010,ISOPTO CARPINE OPHTHALMIC SOLUTION
009980204,2018,PILOCARPINE HYDROCHLORIDE
009980206,2010,ISOPTO CARPINE OPHTHALMIC SOLUTION
009980206,2018,PILOCARPINE HYDROCHLORIDE
009980223,2010,ISOPTO CARBACHOL OPHTHALMIC SOLUTION
009980223,2015,CARBACHOL
009980225,2005,ISOPTO CARBACHOL OPHTHALMIC SOLUTION
009980225,2010,ISOPTO CARBACHOL SOLUTION
009980225,2015,CARBACHOL
009980303,2005,ISOPTO ATROPINE OPHTHALMIC SOLUTION
009980303,2010,ISOPTO ATROPINE SOLUTION
009980303,2015,ATROPINE SULFATE
009980311,2005,ISOPTO HOMATROPINE OPHTHALMIC SOLUTION
009980311,2010,ISOPTO HOMATROPINE SOLUTION
009980311,2015,HOMATROPINE HYDROBROMIDE
009980315,2010,ISOPTO HOMATROPINE OPHTHALMIC SOLUTION
009980315,2015,HOMATROPINE HYDROBROMIDE
009980331,2005,ISOPTO HYOSCINE OPHTHALMIC SOLUTION
009980331,2010,ISOPTO HYOSCINE SOLUTION
009980331,2015,SCOPOLAMINE HYDROBROMIDE
009980342,2010,MYDFRIN OPHTHALMIC SOLUTION
009980342,2015,PHENYLEPHRINE HYDROCHLORIDE
009980355,2010,MYDRIACYL OPHTHALMIC SOLUTION
009980355,2018,TROPICAMIDE
009980615,2010,MAXIDEX OPHTHALMIC SUSPENSION
009980615,2018,DEXAMETHASONE
009980630,2010,MAXITROL OPHTHALMIC SUSPENSION
009980630,2018,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE AND DEXAMETHASONE"
088809505,2010,THERMAZENE 1% SILVER SULFADIAZINE CREAM
088809505,2018,SILVER SULFADIAZINE
100060002,2005,NITROUS OXIDE COMPRESSED
100060002,2018,NITROUS OXIDE
100060004,2005,COMPRESSED AIR MEDICAL USP
100060004,2018,AIR
100060005,2005,NITROGEN COMPRESSED
100060005,2018,NITROGEN
100190027,2005,MIDAZOLAM HYDROCHLORIDE INJECTION
100190027,2015,MIDAZOLAM HYDROCHLORIDE
100190028,2004,MIDAZOLAM HYDROCHLORIDE INJECTION
100190028,2005,MIDAZOLAM HCL INJECTION
100190028,2015,MIDAZOLAM HYDROCHLORIDE
100190033,2005,FENTANYL CITRATE INJECTION
100190033,2015,FENTANYL CITRATE
100190035,2005,FENTANYL CITRATE INJECTION
100190035,2015,FENTANYL CITRATE
100190037,2005,FENTANYL CITRATE INJECTION
100190037,2015,FENTANYL CITRATE
100190038,2005,FENTANYL CITRATE INJECTION
100190038,2015,FENTANYL CITRATE
100190055,2005,BREVIBLOC PREMIXED INJECTION
100190055,2018,ESMOLOL HYDROCHLORIDE
100190075,2005,BREVIBLOC DOUBLE STRENGTH PREMIXED INJECTION
100190075,2018,ESMOLOL HYDROCHLORIDE
100190115,2005,BREVIBLOC FOR INJECTION
100190115,2018,ESMOLOL HYDROCHLORIDE
100190163,2005,PHENYLEPHRINE HYDROCHLORIDE INJECTION USP
100190163,2015,PHENYLEPHRINE HYDROCHLORIDE
100190177,2005,MORPHINE SULFATE INJECTION
100190177,2015,MORPHINE SULFATE
100190178,2005,MORPHINE SULFATE INJECTION
100190178,2015,MORPHINE SULFATE
100190179,2005,MORPHINE SULFATE INJECTION
100190179,2015,MORPHINE SULFATE
100190250,2004,ATROPINE SULFATE INJECTION USP
100190250,2005,ATROPINE SULFATE SOLUTION INJECTION USP
100190251,2004,ATROPINE SULFATE INJECTION USP
100190251,2005,ATROPINE SULFATE SOLUTION INJECTION USP
100190360,2005,FORANE LIQUID
100190360,2018,ISOFLURANE
100190450,2005,METOCLOPRAMIDE INJECTION USP
100190450,2015,METOCLOPRAMIDE HYDROCHLORIDE
100190506,2005,BUMETADINE INJECTION USP
100190506,2005,BUMETANIDE SOLUTION INJECTION USP
100190506,2015,BUMETANIDE
100190510,2003,DILTIAZEM HCL INJECTION
100190510,2005,DILTIAZEM HYDROCHLORIDE INJECTION
100190510,2015,DILTIAZEM HYDROCHLORIDE
100190641,2005,SUPRANE LIQUID
100190641,2018,DESFLURANE
100190953,2005,MESNA INJECTION
100190953,2018,MESNA
100190955,2005,CYCLOPHOSPHOMIDE FOR INJECTION
100190955,2018,CYCLOPHOSPHAMIDE
100190956,2005,CYCLOPHOSPHOMIDE INJECTION
100190956,2018,CYCLOPHOSPHAMIDE
100190957,2005,CYCLOPHOSPHOMIDE FOR INJECTION
100190957,2018,CYCLOPHOSPHAMIDE
100960257,2012,TITANIUM DIOXIDE
100960257,2018,TITANTIUM DIOXIDE
101290033,2005,GINGICAINE GEL - PINA COLADA FLAVOR
101290033,2018,"GINGICAINE GEL, PINA COLADA FLAVOR"
101290034,2005,GINGICAINE GEL- CHOCOLATE MINT FLAVOR
101290034,2018,"GINGICAINE GEL, CHOCOLATE MINT FLAVOR"
101290035,2005,GINGICAINE GEL- BANANA FLAVOR
101290035,2018,GINGICAINE GEL BANANA FLAVOR
101290036,2005,GINGICAINE GEL- STRAWBERRY FLAVOR
101290036,2018,GINGICAINE GEL STRAWBERRY FLAVOR
101290037,2005,GINGICAINE GEL - COTTON CANDY FLAVOR
101290037,2018,"GINGICAINE GEL, COTTON CANDY FLAVOR"
101290059,2005,GINGI AID Z TWIST 00 ITEM 12170 WITH ALUMINUM SULFATE
101290059,2018,GINGI-AID MAX Z-TWIST 00
101290060,2005,GINGI AID Z TWIST 1 ITEM 12171 WITH ALUMINUM SULFATE
101290060,2018,GINGI-AID MAX Z-TWIST 1
101290061,2005,GINGI AID Z TWIST 2 ITEM NUMBER 12172 WITH ALUMINUM SULFATE
101290061,2018,GINGI-AID MAX Z-TWIST 2
101290062,2005,GINGI AID Z TWIST 3 ITEM 12173 WITH ALUMINUM SULFATE
101290062,2018,GINGI-AID MAX Z-TWIST 3
101290063,2005,GINGICAINE GEL MINT JULEP
101290063,2018,"GINGICAINE GEL, MINT JULEP FLABVOR"
101300011,2005,ENALAPRILAT INJECTION
101300011,2005,PYROLITE INJECTION
101300012,2005,ENALAPRILAT INJECTION
101300012,2009,BICNU CARMUSTINE INJECTION
101300017,2005,ABSOLUTE ETHANOL INJECTION
101300017,2005,VALPROATE SODIUM INJECTION
101300026,2005,DANTRIUM INJECTION
101300026,2005,FAMOTIDINE INJECTION
101300030,2005,HEPATOLITE KIT
101300030,2005,THIOTEPA POWDER FOR INJECTION
101300052,2005,LEUCOVORIN CALCIUM FOR INJECTION
101300052,2006,OSTEOLITE INJECTION
101300506,2001,ALPROSTADIL INJECTION USP
101300506,2005,ALPROSTADIL INJECTION
101470750,2010,KETOCONAZOLE SHAMPOO
101470750,2018,KETOCONAZOLE
101470761,2010,OXYBUTYNIN CHLORIDE EXTENDED RELEASE TABLETS
101470761,2018,OXYBUTYNIN CHLORIDE
101470771,2010,OXYBUTYNIN CHLORIDE EXTENDED RELEASE TABLETS
101470771,2018,OXYBUTYNIN CHLORIDE
101470810,2010,GRISEOFULVIN ORAL SUSPENSION
101470810,2012,GRISEOFULVIN
101470881,2010,GALANTAMINE HBR IMMEDIATE RELEASE TABLETS
101470881,2018,GALANTAMINE HYDROBROMIDE
101470882,2010,GALANTAMINE HBR IMMEDIATE RELEASE TABLETS
101470882,2018,GALANTAMINE HYDROBROMIDE
101470883,2010,GALANTAMINE HBR IMMEDIATE RELEASE TABLETS
101470883,2018,GALANTAMINE HYDROBROMIDE
101470891,2010,GALANTAMINE HBR EXTENDED RELEASE CAPSULES
101470891,2018,GALANTAMINE HYDROBROMIDE
101470892,2010,GALANTAMINE HBR EXTENDED RELEASE CAPSULES
101470892,2018,GALANTAMINE HYDROBROMIDE
101470893,2010,GALANTAMINE HBR EXNTEDED RELEASE CAPSULES
101470893,2018,GALANTAMINE HYDROBROMIDE
101470901,2010,TRAMADOL HCL EXTENDED RELEASE TABLETS
101470901,2018,TRAMADOL HYDROCHLORIDE
101470902,2010,TRAMADOL HCL EXTENDED RELEASE TABLETS
101470902,2018,TRAMADOL HYDROCHLORIDE
101470903,2010,TRAMADOL HCL EXTENDED RELEASE TABLETS
101470903,2018,TRAMADOL HYDROCHLORIDE
101471700,2010,ITRACONAZOLE CAPSULES
101471700,2018,ITRACONAZOLE
101472313,2005,METYLPHENIDATE HCL TABLETS ER
101472313,2010,METHYLPHENIDATE HCL TABLETS ER
101472315,2010,METHYLPHENIDATE HCL TABLETS ER
101472315,2010,METYLPHENIDATE HCL TABLETS ER
101670100,2010,OXYGEN
101670100,2018,0XYGEN
102230201,2010,CETACAINE AEROSOL SPRAY
102230201,2014,"BENZOCAINE, BUTAMBEN AND TETRACAINE HYDROCHLORIDE TOPICAL AEROSOL"
102230201,2018,"BENZOCAINE, BUTAMBEN, AND TETRACAINE HYDROCHLORIDE"
102230202,2008,CETACAINE LIQUID IMPROVED
102230202,2010,CETACAINE TOPICAL ANESTHETIC KIT
102230202,2014,"BENZOCAINE, BUTAMBEN AND TETRACAINE HYDROCHLORIDE TOPICAL AEROSOL"
102230202,2018,"BENZOCAINE, BUTAMBEN, AND TETRACAINE HYDROCHLORIDE"
102370707,2013,BENZOCAINE MENTHOL
102370707,2018,"BENZOCAINE, MENTHOL"
102670737,2003,THERAPEUTIC VITAMIN AND MINERAL CAPSULES
102670737,2010,VITAMIN FORTE CAPSULES
102671311,2006,POLARAMINE TYPE TABLET
102671311,2010,DEXCHLORPHENIRAMINE MALEATE TABLETS
102671325,2006,HEMOCYTE PLUS TYPE TABLET
102671325,2010,HEMAVITE PLUS TABLET
102671325,2010,HEMAVITE PLUS VIATMINS AND MINERALS TABLETS
102671327,2003,HEMOCYTE F TYPE TABLETS
102671327,2006,HEMOPLEX F COMPARE TO HEMOCYTE F
102671327,2010,HEMAVITE F TABLETS
102672069,2009,PRENATAL TABLETS
102672069,2010,PRENATAL LOW IRON TABLETS
102672523,2007,CRANTEX LA TABLETS
102672523,2007,CRANTEX LA TABLETS EXTENDED RELEASE
102673324,2007,RELURI TABLETS
102673324,2007,RELURI TABLETS EXTENDED RELEASE
102673398,2007,PHENYLEPHRINE HCL AND GAUIFENESIN TABLETS
102673398,2007,PHENYLEPHRINE HCL AND GUAIFENESIN TABLETS EXTENDED RELEASE
103040463,2009,MEDICAL OXYGEN
103040463,2018,OXYGEN
103370550,2005,CARMOL HC CREAM
103370550,2014,HYDROCORTISONE ACETATE
103370661,2003,ROSULA LOTION
103370661,2005,ROSULA AQUEOUS GEL
103560340,2012,"OCTINOXATE, OCTISALATE, OXYBENZONE,"
103560340,2018,"OCTINOXATE, OCTISALATE, OXYBENZONE"
103581417,2010,OXYGEN GAS
103581417,2018,OXYGEN
103610778,2001,E-Z-DISK BARIUM SULFATE TABLETS
103610778,2005,E Z DISK BARIUM SULFATE TABLETS
103610778,2018,BARIUM SULFATE
103700221,2017,TRAMADOL HYDROCHLORIDE EXTENDED-RELEASE TABLETS
103700221,2018,TRAMADOL HYDROCHLORIDE
103700222,2017,TRAMADOL HYDROCHLORIDE EXTENDED-RELEASE TABLETS
103700222,2018,TRAMADOL HYDROCHLORIDE
103700223,2017,TRAMADOL HYDROCHLORIDE EXTENDED-RELEASE TABLETS
103700223,2018,TRAMADOL HYDROCHLORIDE
104120095,2010,NITROGEN REFRIGERATED LIQUID
104120095,2018,NITROGEN
104530123,2010,OXYGEN COMPRESSED GAS
104530123,2018,OXYGEN
104810111,2010,LUGOL S SOLUTION
104810111,2018,LUGOLS
104811050,2010,FORMADON
104811050,2018,FORMALDEHYDE
104813005,2010,GORD UREA 40%
104813005,2018,UREA
104813008,2010,TRI-CHLOR
104813008,2018,TRICHLOROACETIC ACID
104813015,2010,FORMA-RAY
104813015,2018,FORMALDEHYDE
105300815,2010,NEXAVIR INJECTION
105300815,2016,"ECHINACEA ANGUSTIFOLIA, GLYCYRRHIZA GLABRA."
105410012,2010,SARAPIN INJECTION
105410012,2017,SARRACENIA PURPUREA
105420010,2004,DIALYVITE TABLETS MULTI VITAMIN
105420010,2005,DIALYVITE MULTIVITAMIN TABLETS COATED
105420010,2018,"ASCORBIC ACID, THIAMINE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE, FOLIC ACID, COBALAMIN, BIOTIN, PANTOTHENIC ACID"
105420012,2005,DIALYVITE WITH ZINC TABLETS
105420012,2018,"ASCORBIC ACID, THIAMINE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE, FOLIC ACID, COBALAMIN, BIOTIN, PANTOTHENIC ACID, ZINC"
105420014,2005,DIALVITE TABLETS 3000
105420014,2018,"ASCORBIC ACID, TOCOPHERYL ACID SUCCINATE, THIAMINE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE, FOLIC ACID, COBALAMIN, BIOTIN, PANTOTHENIC ACID, ZINC, SELENIUM"
105440181,2015,FLUOXETINE HYDROCHLORIDE
105440181,2018,FLUOXETINE
105440549,2011,"VITAMIN A ACETATE, BETA CAROTENE, ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, THIAMINE MONONITRATE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM CARBONATE, FERROUS FUMARATE, ZINC OXIDE, CUPRIC OXIDE"
105440549,2018,"VITAMIN A ACETATE, BETA CAROTENE, ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, THIAMINE MONONITRATE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, FOLIC ACID, CYANOCOBALAMIN,"
105720100,2014,PEG-3350 AND ELECTROLYTES
105720100,2018,"POLYETHYLENE GLYCOL 3350, SODIUM SULFATE ANHYDROUS, SODIUM BICARBONATE, SODIUM CHLORIDE, POTASSIUM CHLORIDE"
105720101,2014,PEG-3350 AND ELECTROLYTES
105720101,2018,"POLYETHYLENE GLYCOL 3350, SODIUM SULFATE ANHYDROUS, SODIUM BICARBONATE, SODIUM CHLORIDE, POTASSIUM CHLORIDE"
105720400,2014,"PEG-3350, SODIUM CHLORIDE, SODIUM BICARBONATE AND POTASSIUM CHLORIDE"
105720400,2018,"POLYETHYLENE GLYCOL 3350, SODIUM CHLORIDE, SODIUM BICARBONATE, POTASSIUM CHLORIDE"
105780010,2011,"BETULA ALBA, CIMICIFUGA RACEMOSA, CRATAGEUS OXYCANTHA, EQUISETUM HYEMALE, RHAMNUS FRANGULA, SOLIDAGO VIRGAUREA, ADONIS VERNALIS, APOCYNUM ANDROSAEMIFOLIUM, CHELIDONIUM MAJUS, LYCOPODIUM CLAVATUM, SCILLA MARITIME"
105780010,2018,"BETULA ALBA, CIMICIFUGA RACEMOSA, CRATAGEUS OXYCANTHA, EQUISETUM HYEMALE, RHAMNUS FRANGULA, SOLIDAGO VIRGAUREA, ADONIS VERNALIS, APOCYNUM ANDROSAEMIFOLIUM, CHELIDONIUM MAJUS, LYCOPODIUM CLAVATUM, SCIL"
106090999,2009,POTASSIUM CHLORIDE
106090999,2010,POTASSIUM CHLORIDE CAPSULES
106090999,2010,POTASSIUM CHLORIDE CAPSULES EXTENDED RELEASE
106091030,2005,BUTOCONAZOLE NITRATE CREAM VAGINAL
106091030,2010,GYNAZOLE CREAM
106091278,2007,HYOSCYAMINE SULFATE EXTENDED-RELEASE CAPSULES
106091278,2010,HYOSCYAMINE SULFATE CAPSULES EXTENDED RELEASE
106091298,2005,PRENATAL MR 90 TABLETS
106091298,2009,PRENATAL MR 90 FE TABLETS MICRO RELEASE
106091338,2005,MORPHINE SULFATE CONCENTRATED ORAL SOLUTION
106091338,2009,MORPHINE SULFATE ORAL SOLUTION IMMEDIATE RELEASE
106091360,2005,PRENATAL Z TABLETS NEW ADVANCED FORMULA
106091360,2009,PRENATAL Z TABLETS ADVANCED FORMULA
106091374,2005,NATALCARE PIC TABLETS
106091374,2009,NATALCARE PIC MULTIVITAMIN TABLETS
106091382,2005,NATALCARE PLUS TABLETS PRENATAL MULTIVITAMIN MINERAL
106091382,2009,NATALCARE PLUS MULTIVITAMIN TABLETS
106091406,2005,MORPHINE SULFATE TABLETS ORAL IMMEDIATE RELEASE
106091406,2009,MORPHINE SULFATE TABLETS  IMMEDIATE RELEASE
106091407,2005,OXYCODONE HYDROCHLORIDE CAPSULES IMMEDIATE RELEASE USP
106091407,2009,OXYCODONE HYDROCHLORIDE CAPSULES IMMEDIATE RELEASE
106091419,2005,OXYCODONE HYDROCHLORIDE TABLETS IMMEDIATE RELEASE USP
106091419,2007,OXYCODONE HYDROCHLORIDE TABLETS IMMEDIATE RELEASE
106091433,2005,PRECARE CONCEIVE TABLET PRECONCEPTION PRENATAL MULTIVITAMIN MINERAL
106091433,2010,PRECARE CONCEIVE MULTIVITAMIN TABLETS
106091438,2005,NATATAB FA PRENATAL VITAMIN AND MINERAL TABLET WITH FOLIC ACID
106091438,2009,NATATAB FA TABLETS
106091444,2005,PREMESISRX TABLET PRENATAL MULTIVITAMIN MINERAL WITH CONTROLLED RELEASE VITAMIN B6
106091444,2010,PREMESISRX PRENATAL MULTIVITAMIN TABLETS CONTROLLED RELEASE
106091447,2005,PRECARE CHEWABLES PRENATAL MULTIVITAMIN MINERAL TABLET
106091447,2010,PRECARE PRENATAL MULTIVITAMIN TABLETS CHEWABLES
106091474,2005,ETHEZYME 830 PAPAIN UREA DEBRIDING OINTMENT
106091474,2007,ETHEZYME 830 OINTMENT
106091475,2005,NATATAB RX VITAMIN AND MINERALS WITH FOLIC ACID
106091475,2009,NATATAB RX TABLETS
106091480,2005,OXYDOSE ORAL CONCENTRATE SOLUTION
106091480,2009,ETH OXYDOSE SOLUTION
106091503,2005,HYOSCYAMINE SULFATE ORALLY DISINTERGRATING TABLETS
106091503,2009,HYOSCYAMINE SULFATE TABLETS ORALLY DISINTEGRATING
106091532,2005,PHENAVENT EXTENDED RELEASE CAPSULES
106091532,2007,PHENAVENT CAPSULES EXTENDED RELEASE
106091536,2005,CARBIDOPA AND LEVODOPA ER TABLETS
106091536,2008,CARBIDOPA AND LEVODOPA TABLETS EXTENDED RELEASE
106091560,2006,DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
106091560,2010,DILTIAZEM HYDROCHLORIDE CAPSULES EXTENDED RELEASE
106091562,2006,DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
106091562,2008,DILTIAZEM HYDROCHLORIDE CAPSULES EXTENDED RELEASE
106091563,2006,DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
106091563,2008,DILTIAZEM HYDROCHLORIDE CAPSULES EXTENDED RELEASE
106091564,2006,DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
106091564,2010,DILTIAZEM HYDROCHLORIDE CAPSULES EXTENDED RELEASE
106310091,2014,EURAX
106310091,2018,CROTAMITON
106310092,2014,EURAX
106310092,2018,CROTAMITON
106711101,2010,NITROGEN
106711101,2010,NITROGEN COMPRESSED
106711102,2010,HELIUM
106711102,2010,HELIUM COMPRESSED
106750002,2005,OXYGEN LIQUID
106750002,2018,OXYGEN
107150092,2005,STERILE DEXAMETHASONE ACETATE SUSPENSION INJECTION
107150092,2010,DEXAMETHASONE ACETATE SUSPENSION
107150196,2005,STERILE METHYLPREDNISOLONE ACETATE SUSPENSION
107150196,2010,METHYLPREDNISOLONE ACETATE
107150249,2005,STERILE PREDNISOLONE ACETATE SUSPENSION
107150249,2009,PREDNISOLONE ACETATE
107150249,2010,STERILE PREDNISOLONE ACETATAE SUSPENSION
107150254,2009,ESTRADIOL CYPIONATE
107150254,2010,ESTRADIOL CYPIONATE INJECTION
107150379,2009,PROGESTERONE
107150379,2010,PROGESTERONE INJECTION
107250001,2010,OXYGEN REFRIGERATED LIQUID
107250001,2018,OXYGEN
107330130,2005,FLUORISHIELD SODIUM FLUORIDE GEL
107330130,2018,SODIUM FLUORIDE
107687085,2010,PREDNISONE TABLETS
107687085,2017,PREDNISONE
107687167,2010,IBUPROFEN TABLETS
107687167,2017,IBUPROFEN
107687283,2010,PREDISONE TABLETS
107687283,2017,PREDNISONE
107687522,2010,IBUPROFEN TABLETS
107687522,2017,IBUPROFEN
107687733,2010,PREDNISONE TABLETS
107687733,2017,PREDNISONE
108021202,2010,ERGOMAR SUBLINGUAL TABLETS
108021202,2018,ERGOTAMINE TARTRATE
108197011,2015,BENZALKONIUM CHLORIDE
108197011,2018,ANTIBACTERIAL HAND WIPES
108290132,2006,EMCYT CAPULES
108290132,2010,EMCYT CAPSULES
108290550,2007,SUTENT
108290550,2010,SUTENT CAPSULES
108290770,2007,SUTENT
108290770,2010,SUTENT CAPSULES
108290980,2007,SUTENT
108290980,2010,SUTENT CAPSULES
108293547,2007,MEDROL TABLETS
108293547,2010,MEDROL DOSEPACK TABLETS
108660070,2005,STAT GEL FS PRO PACK 40
108660070,2010,STAT GEL FS
108660085,2007,SIXTY SECOND TOPICAL APF GEL TREATMENT APPLE CINNAMON FLAVOR
108660085,2010,60 SECOND TOPICAL APF GEL TREATMENT APPLE CINNAMON FLAVOR
108660088,2005,SIL TRAX AS 7
108660088,2018,BENZOCAINE TOPICAL ANESTHETIC
108660089,2005,SIL TRAX EPI 7
108660089,2018,BENZOCAINE TOPICAL ANESTHETIC
108660090,2005,PASCORD 7 CORD
108660090,2018,BENZOCAINE TOPICAL ANESTHETIC
108660093,2010,PH 7 NEUTRAL GEL MINT FLAVOR
108660093,2018,TOPICAL NEUTRAL FLUORIDE GEL
108660185,2010,60 SECOND TOPICAL APF GEL TREATMENT BUBBLEGUM FLAVOR
108660185,2018,TOPICAL APF FLUORIDE GEL
